TARGET_FLAG,TARGET_AMT,AGE,BLUEBOOK,CAR_AGE,CAR_TYPE,CAR_USE,CLM_FREQ,EDUCATION,HOMEKIDS,HOME_VAL,INCOME,JOB,KIDSDRIV,MSTATUS,MVR_PTS,OLDCLAIM,PARENT1,RED_CAR,REVOKED,SEX,TIF,TRAVTIME,URBANICITY,YOJ,CAR_TYPE_Minivan,CAR_TYPE_PanelTruck,CAR_TYPE_Pickup,CAR_TYPE_SUV,CAR_TYPE_SportsCar,CAR_TYPE_Van,CAR_USE_Commercial,CAR_USE_Private,EDUCATION_<HighSchool,EDUCATION_Bachelors,EDUCATION_HighSchool,EDUCATION_Masters,EDUCATION_PhD,JOB_BlueCollar,JOB_Clerical,JOB_Doctor,JOB_HomeMaker,JOB_Lawyer,JOB_Manager,JOB_NotInf,JOB_Professional,JOB_Student,KIDSDRIV_0,KIDSDRIV_1,MSTATUS_No,MSTATUS_Yes,PARENT1_No,PARENT1_Yes,RED_CAR_No,RED_CAR_Yes,REVOKED_No,REVOKED_Yes,SEX_F,SEX_M,URBANICITY_Rural,URBANICITY_Urban
1,2870.0,57.0,14810,8.0,SUV,Commercial,0,HighSchool,2,287747.0,76123.0,BlueCollar,0,Yes,0,0,No,No,Yes,F,1,28,Urban,17.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,45.0,16230,7.0,Minivan,Private,2,Bachelors,2,0.0,102264.0,Professional,1,No,3,8132,Yes,No,No,F,3,14,Urban,11.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
0,0.0,30.0,21410,10.0,SUV,Private,0,HighSchool,2,196346.0,61164.0,BlueCollar,0,Yes,0,0,No,No,Yes,F,4,47,Rural,12.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
0,0.0,41.0,29870,1.0,Minivan,Commercial,2,HighSchool,2,197090.0,50542.0,BlueCollar,0,Yes,0,40450,No,No,Yes,F,17,37,Urban,13.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0,0.0,49.0,28850,13.0,Pickup,Commercial,0,Bachelors,0,274423.0,116040.0,Professional,0,Yes,1,0,No,No,No,F,1,52,Urban,12.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,50.0,15360,8.500095672344674,Minivan,Commercial,0,Bachelors,0,0.0,87719.0,BlueCollar,0,No,0,0,No,No,No,M,4,20,Urban,3.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,51.0,13250,14.0,Pickup,Commercial,2,Bachelors,1,197809.0,66501.0,Professional,0,Yes,7,7049,No,No,No,F,1,42,Urban,11.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,53.0,18550,8.0,Minivan,Private,1,Bachelors,0,0.0,95455.0,Professional,0,No,0,9969,No,No,No,F,13,5,Urban,13.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,40.0,2670,1.0,SportsCar,Private,0,<HighSchool,3,66506.0,0.0,HomeMaker,1,No,0,0,Yes,No,No,F,1,38,Rural,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1,4447.0,61.0,9470,11.0,SUV,Private,2,Bachelors,0,233352.0,59563.0,Professional,0,Yes,0,35070,No,Yes,Yes,M,6,18,Urban,9.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
0,0.0,52.0,20630,9.0,Van,Commercial,4,Bachelors,0,246870.0,63967.0,Manager,0,No,3,2088,No,Yes,No,M,6,38,Urban,11.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,41.0,14500,6.0,Minivan,Private,0,HighSchool,0,152144.0,27907.0,HomeMaker,0,No,0,0,No,No,No,F,7,40,Rural,10.228967040513531,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,42.0,11110,10.0,SUV,Private,0,HighSchool,2,0.0,80054.0,Professional,0,No,1,0,Yes,No,No,F,1,5,Rural,10.392699520396862,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
1,1937.0,51.0,11900,1.0,SUV,Commercial,0,HighSchool,0,0.0,52967.0,BlueCollar,0,No,1,0,No,No,Yes,F,7,11,Urban,11.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0.0,54.0,14610,9.199388262102474,Minivan,Commercial,0,Bachelors,0,0.0,77051.0,BlueCollar,0,No,0,0,No,Yes,No,M,10,11,Urban,8.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,40.0,8380,1.0,Pickup,Private,1,HighSchool,0,0.0,0.0,Student,0,Yes,1,1343,No,Yes,No,M,7,27,Urban,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,39.0,6500,7.641677983521563,SUV,Private,0,<HighSchool,3,0.0,11009.0,Clerical,0,No,0,0,Yes,No,Yes,F,10,41,Rural,10.158611816889264,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
0,0.0,46.0,19280,1.0,SportsCar,Private,0,HighSchool,0,129042.0,51225.0,Clerical,0,No,0,0,No,No,No,F,4,48,Urban,12.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,30.0,23840,9.0,SUV,Commercial,0,Bachelors,2,304438.0,134792.0,BlueCollar,0,No,0,0,Yes,No,Yes,F,4,28,Urban,9.68123477506251,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
0,0.0,37.0,17580,1.0,SUV,Commercial,2,HighSchool,2,174483.0,30287.0,BlueCollar,0,Yes,2,10205,No,No,No,F,1,31,Urban,9.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,2040.0,42.0,26620,1.0,PanelTruck,Commercial,3,HighSchool,1,0.0,52898.0,BlueCollar,1,No,6,3950,Yes,Yes,No,M,1,19,Urban,11.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
0,0.0,56.0,11530,11.0,SUV,Private,0,Masters,0,183641.0,44259.0,Lawyer,0,Yes,0,0,No,No,No,F,10,27,Rural,11.218297308346282,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,58.0,33750,18.0,PanelTruck,Commercial,1,PhD,0,225537.0,69214.0,HomeMaker,0,Yes,5,6016,No,No,No,F,6,43,Urban,13.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,50.0,19650,14.0,SportsCar,Private,0,Bachelors,0,290830.0,107047.0,Manager,0,No,0,0,No,No,No,F,4,27,Urban,12.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,46.0,7740,9.0,SportsCar,Private,0,HighSchool,0,129084.0,16369.0,HomeMaker,0,No,0,0,No,No,No,F,6,22,Rural,11.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,56.0,22450,9.625412434838683,Pickup,Private,0,Masters,0,325479.0,97775.0,Lawyer,0,Yes,0,0,No,No,No,F,3,38,Urban,12.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,39.0,9780,1.0,Pickup,Private,2,Bachelors,0,167608.0,36241.0,Manager,0,Yes,0,4253,No,Yes,No,M,4,23,Urban,13.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,41.0,5800,3.0,SportsCar,Private,0,<HighSchool,2,98325.0,1954.0,HomeMaker,0,Yes,4,0,No,No,No,F,1,69,Urban,12.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,46.0,21620,1.0,Minivan,Private,0,HighSchool,0,130121.0,26601.0,Clerical,0,Yes,1,0,No,No,No,F,1,32,Rural,11.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1,6570.4472876,43.0,8290,8.0,SUV,Private,0,Masters,0,199571.0,67891.0,Manager,0,Yes,0,0,No,No,No,F,1,22,Urban,13.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,3294.0,57.0,7200,9.583831595015758,SUV,Private,0,HighSchool,2,146670.0,9763.0,HomeMaker,1,No,0,0,Yes,No,No,F,1,21,Urban,9.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
0,0.0,48.0,23510,16.0,Pickup,Commercial,0,Masters,0,0.0,82709.0,Manager,0,No,0,0,No,No,No,F,1,39,Urban,11.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,39.0,17820,13.0,Minivan,Commercial,1,Bachelors,0,268445.0,93612.0,BlueCollar,0,Yes,6,7905,No,Yes,No,M,1,34,Urban,11.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,50.0,10300,18.0,Pickup,Commercial,0,Masters,0,163884.0,26537.0,NotInf,0,Yes,1,0,No,No,No,M,15,36,Urban,14.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,52.0,10110,4.0,Pickup,Commercial,0,PhD,0,294883.0,91300.0,Manager,0,Yes,0,0,No,No,No,M,10,9,Urban,12.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,48.0,7500,8.786931692943352,Pickup,Private,0,Masters,0,144375.0,31114.0,Lawyer,0,Yes,0,0,No,No,No,M,1,22,Urban,13.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,33.0,9620,1.0,SUV,Private,0,HighSchool,3,0.0,31530.0,Clerical,0,No,0,0,Yes,No,No,F,1,43,Rural,8.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
1,3040.0,44.0,14870,9.0,SUV,Private,2,Bachelors,0,177812.0,51172.0,Professional,0,Yes,2,5817,No,No,No,F,7,52,Urban,5.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,27.0,3680,6.0,SUV,Private,0,<HighSchool,3,121206.0,19255.0,HomeMaker,0,No,1,0,Yes,No,No,F,7,45,Urban,12.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,0.0,41.0,5600,1.0,SUV,Private,1,<HighSchool,3,0.0,0.0,Student,0,Yes,7,9715,No,No,No,F,4,34,Urban,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,49.0,13410,14.0,Minivan,Private,4,Bachelors,0,160049.0,47965.0,Professional,0,Yes,4,11389,No,Yes,No,M,4,41,Urban,8.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,49.0,6650,16.0,SUV,Private,0,Masters,0,0.0,38170.0,Lawyer,0,No,0,0,No,No,No,F,6,28,Urban,5.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,54.0,20820,16.0,Minivan,Private,2,Masters,0,0.0,84096.0,Lawyer,0,No,4,6987,No,Yes,No,M,11,31,Urban,12.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,38.0,5300,13.0,SUV,Private,1,Bachelors,2,0.0,0.0,Student,1,No,3,6815,Yes,No,No,F,1,13,Rural,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
0,0.0,46.0,25850,5.0,Minivan,Commercial,0,HighSchool,0,217701.0,66251.0,BlueCollar,0,Yes,2,0,No,No,No,F,1,44,Rural,8.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1,2932.0,37.0,22610,1.0,PanelTruck,Commercial,1,<HighSchool,0,0.0,27509.0,BlueCollar,0,No,10,812,No,No,No,M,10,38,Urban,11.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,45.0,16540,7.0,SUV,Private,2,Bachelors,2,0.0,77203.0,Professional,0,No,7,3901,Yes,No,No,F,10,30,Urban,10.483899615387616,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,0.0,40.0,16030,1.0,Minivan,Private,0,PhD,0,328267.0,133623.0,Lawyer,0,Yes,1,0,No,No,No,M,6,40,Urban,10.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,51.0,8150,1.0,Pickup,Commercial,0,<HighSchool,0,0.0,13659.0,Clerical,0,No,0,0,No,No,No,M,13,30,Rural,7.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1,3531.0,46.0,5100,12.0,Pickup,Commercial,0,Masters,0,0.0,35995.0,Professional,0,No,0,0,No,No,Yes,M,1,58,Urban,8.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1,3373.0,24.0,24630,5.0,PanelTruck,Commercial,1,HighSchool,1,0.0,5427.0,Student,0,Yes,11,24546,No,Yes,Yes,M,7,23,Urban,10.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
0,0.0,41.0,14390,13.0,Minivan,Private,2,Bachelors,2,122066.0,43704.0,Clerical,1,Yes,0,3482,No,Yes,No,M,1,20,Urban,13.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,44.0,25770,6.0,SUV,Private,0,PhD,0,409512.0,151991.0,Doctor,0,No,2,0,No,No,No,F,4,25,Urban,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,63.0,25540,14.0,Pickup,Commercial,2,Masters,0,289088.0,87516.0,Professional,0,Yes,0,720,No,Yes,No,M,6,37,Urban,9.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1,3604.0,63.0,7800,15.0,SportsCar,Private,2,PhD,0,111129.0,0.0,HomeMaker,0,Yes,1,6181,No,No,No,F,6,33,Urban,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,42.0,8790,1.0,Pickup,Commercial,3,HighSchool,2,153954.0,30939.0,HomeMaker,1,Yes,5,5192,No,Yes,No,M,17,33,Urban,15.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1,4496.0,49.0,16350,16.0,Van,Private,2,Masters,0,0.0,99488.0,Lawyer,0,No,11,8692,No,No,No,M,3,56,Urban,11.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,50.0,17360,1.0,Minivan,Private,0,HighSchool,0,117538.0,14600.0,HomeMaker,0,Yes,2,0,No,No,No,F,1,75,Rural,12.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1,8192.6363308,41.0,5600,7.346765673604823,SUV,Commercial,0,HighSchool,0,0.0,0.0,Student,0,No,0,0,No,No,No,F,8,13,Urban,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,61.0,23880,16.0,SUV,Private,3,Masters,0,178836.0,46826.0,Lawyer,0,No,4,1776,No,No,No,F,10,19,Urban,6.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,40.0,19370,14.0,Van,Private,2,Bachelors,4,0.0,138736.0,Manager,1,No,7,5375,Yes,No,No,M,10,20,Urban,16.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1
0,0.0,52.0,8880,5.0,SUV,Private,0,<HighSchool,0,0.0,21802.0,Clerical,0,No,1,0,No,No,No,F,3,56,Rural,6.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,53.0,32400,9.0,PanelTruck,Commercial,0,Bachelors,0,217993.0,66062.0,Manager,0,Yes,0,0,No,Yes,No,M,1,36,Urban,14.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,35.0,6760,7.087064860160319,SportsCar,Private,0,<HighSchool,0,103278.0,17569.0,Clerical,0,Yes,0,0,No,No,No,F,6,58,Rural,8.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,33.0,12070,10.0,Minivan,Private,0,Bachelors,1,286643.0,72731.0,Manager,0,Yes,1,0,No,No,No,F,7,28,Urban,15.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1,5257.0,29.0,25450,6.5727711205247825,PanelTruck,Commercial,1,Bachelors,1,0.0,72438.0,Professional,0,No,0,22443,Yes,Yes,Yes,M,3,16,Urban,11.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
0,0.0,47.0,2840,7.0,SportsCar,Private,0,Masters,0,0.0,133675.0,Lawyer,0,No,0,0,No,No,No,F,4,32,Urban,10.598032658002682,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,2956.0,45.0,12140,1.0,SUV,Private,0,HighSchool,0,108137.0,0.0,HomeMaker,0,Yes,0,0,No,No,No,F,1,50,Urban,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
0,0.0,38.0,8010,15.0,Minivan,Private,2,Bachelors,0,0.0,68328.0,Professional,0,No,5,1011,No,Yes,No,M,6,50,Urban,14.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
0,0.0,30.0,11970,10.0,Pickup,Private,5,Bachelors,0,0.0,74725.0,Manager,0,No,4,5891,No,No,No,M,13,38,Urban,10.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,42.0,7180,13.0,Pickup,Commercial,0,Bachelors,0,106253.0,14795.0,Professional,0,Yes,3,0,No,Yes,No,M,16,36,Rural,11.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1,2432.0,64.0,12560,1.0,SportsCar,Private,0,Masters,0,180231.0,46598.0,Lawyer,0,No,3,0,No,No,No,F,4,27,Urban,5.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.0,44.0,29390,20.0,PanelTruck,Commercial,0,PhD,3,449065.0,179607.0,NotInf,1,Yes,0,0,No,No,No,M,1,27,Urban,12.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,45.0,1500,6.0,SportsCar,Commercial,2,Bachelors,1,255423.0,78599.0,BlueCollar,1,No,5,7579,Yes,No,No,F,4,23,Urban,11.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
1,5899.0,43.0,5800,1.0,SUV,Private,0,<HighSchool,0,76613.0,0.0,HomeMaker,0,No,0,0,No,No,No,F,7,45,Rural,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,2392.0,43.0,10060,7.0,SUV,Private,4,<HighSchool,4,0.0,42554.0,Clerical,1,No,2,27746,Yes,No,Yes,F,6,22,Urban,13.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
1,3127.0,48.0,16970,9.0,Van,Private,0,Bachelors,0,247751.0,106668.0,Professional,0,Yes,0,0,No,No,No,M,8,29,Urban,11.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,45.0,28670,8.453406945268274,PanelTruck,Commercial,1,PhD,0,0.0,226674.0,NotInf,0,No,0,10474,No,No,No,M,1,23,Urban,13.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,33.0,11040,6.0,Minivan,Commercial,0,HighSchool,1,189029.0,46376.0,BlueCollar,0,Yes,0,0,No,No,No,M,1,16,Rural,11.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
0,0.0,54.0,36030,20.0,PanelTruck,Commercial,0,PhD,0,342194.0,133408.0,NotInf,0,Yes,1,0,No,Yes,No,M,1,30,Urban,12.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
0,0.0,54.0,1500,1.0,SportsCar,Private,0,HighSchool,0,0.0,0.0,Student,0,Yes,0,0,No,No,No,F,4,29,Rural,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,0.0,26.0,1500,1.0,SUV,Private,0,<HighSchool,0,51796.0,0.0,HomeMaker,0,No,0,0,No,No,No,F,4,22,Rural,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.0,50.0,16200,17.0,Minivan,Private,0,Masters,0,192238.0,43218.0,Lawyer,0,Yes,4,0,No,No,Yes,M,10,14,Urban,13.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
0,0.0,36.0,13120,8.0,Minivan,Private,0,HighSchool,0,172361.0,25087.0,Clerical,0,Yes,1,0,No,No,No,M,1,51,Urban,11.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
0,0.0,38.0,22780,1.0,SportsCar,Private,0,Bachelors,0,0.0,92395.0,Professional,0,No,0,0,No,No,No,F,4,61,Rural,13.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,868.0,38.0,6570,1.0,Pickup,Commercial,0,Bachelors,0,0.0,0.0,HomeMaker,0,No,0,0,No,No,No,M,4,75,Urban,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0.0,45.0,18750,7.0,SUV,Commercial,0,Bachelors,0,0.0,86603.0,BlueCollar,0,No,1,0,No,No,No,F,6,57,Rural,13.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
